WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
14880||UGN||||CHICAGO/WAUKEGAN, IL|WAUKEGAN REGIONAL AIRPORT||42.25|-87.52|732|727|735|
14891|72524|MFD|06|33|4865|MANSFIELD, OH|MANSFIELD LAHM RGNL ARPT|NAT'L WEA SER OFC*2094 HARRINGTON MEMORIAL RD.*MANSFIELD, OH.*44903|40.49|-82.31|1297|1312|1300|
14894||HLG||||WHEELING, WV|WHEELING OHIO COUNTY ARPT||40.11|-80.39|1222|1195|1225|
14895|72521|CAK|03|33|0058|AKRON, OH|AKRON-CANTON REGIONAL ARPT|NAT'L WEA SER OFC*AKRON-CANTON REGIONAL AP*NORTH CANTON,OH 44720|40.55|-81.26|1238|1236|1241|
14897|72646|AUW|02|47|8968|WAUSAU, WI|WAUSAU DOWNTOWN AIRPORT||44.56|-89.38|1189|1196|1192|
14898|72645|GRB|06|47|3269|GREEN BAY, WI|AUSTIN STRAUBEL INTL ARPT|NATIONAL WEATHER SERVICE OFFICE*2485 SOUTH POINT ROAD*GREEN BAY. WI.*54313-5522*|44.31|-88.07|682|702|685|
14905||EAR||||KEARNEY, NE|KEARNEY MUNICIPAL AIRPORT||40.44|-99.01|0|0|0|
14910||AXN|04|21|0112|ALEXANDRIA, MN|CHANDLER FIELD AIRPORT|FAA/CONTRACT OBSERVER*P.O. BOX 181*ALEXANDRIA, MN.*56308*|45.53|-95.23|1421|1431|1424|
14913|72745|DLH|03|21|2248|DULUTH, MN|DULUTH INTERNATIONAL ARPT||46.50|-92.11|1426|1417|1429|
14914|72753|FAR|06|32|2859|FARGO, ND|HECTOR INTERNATIONAL ARPT||46.56|-96.49|908|899|911|
14916||GFK||32|3616|GRAND FORKS, ND|GRAND FORKS INTL AIRPORT|FCWOS, GRAND FORKS*2812 AIRPORT DRIVE*GRAND FORKS, ND. 58203*|47.57|-97.11|839|832|842|
14918|72747|INL|02|21|4026|INTERNATIONAL FALLS, MN|FALLS INTERNATIONAL AP|NAT'L WEA SER OFC, NOAA*ROUTE 9, BOX 117*INTERNATIONAL FALLS,MN,*56649-9706*|48.34|-93.24|1182|1183|1185|
14919||JMS||32|4413|JAMESTOWN, ND|JAMESTOWN REGIONAL AIRPORT||46.56|-98.41|1493|1494|1496|
14920|72643|LSE|04|47|4370|LA CROSSE, WI|LA CROSSE MINICIPAL ARPT||43.53|-91.16|655|656|658|
14921||LNR||||LONE ROCK, WI|TRI-COUNTY REGIONAL ARPT||43.13|-90.11|713|721|716|
14922|72658|MSP|06|21|5435|MINNEAPOLIS, MN|MINPLIS-ST PAUL INTL ARPT|NAT'L WEA SER FCST OFC*FAA BLDG-6301 34TH AVE.S*MINNEAPOLIS, MN.*55450-2985*|44.53|-93.14|871|838|874|
14923|72544|MLI|01|11|5751|MOLINE, IL|QUAD CITY INTL AIRPORT|NAT'L WEA SER OFC NOAA*WSO MOLINE 7501*68TH STREET*MILAN, IL. 61264-3266*|41.28|-90.31|604|594|607|
14925|72644|RST|09|21|7004|ROCHESTER, MN|ROCHESTER INTL AIRPORT|NWS OFFICE, NOAA*7300 BRATAAS DRIVE SW*ROCHESTER, MN.*55902-9802*|43.54|-92.29|1323|1320|1326|
14926|72655|STC|05|21|7294|ST CLOUD, MN|ST CLOUD REGIONAL AIRPORT|NAT'L WEA SER OFC*4301 12TH ST. SE*ST. CLOUD, MN  56304-9801|45.32|-94.03|1021|1024|1024|
14927||STP||21|7386|ST PAUL, MN|ST PAUL DWTWN HOLMAN FD AP||44.56|-93.03|708|711|711|
14928||ILL||||WILLMAR, MN|WLMR MUNI-J L RICE FD ARPT||45.07|-95.05|0|0|0|
14929|72659|ABR|03|39|0020|ABERDEEN, SD|ABERDEEN REGIONAL AIRPORT|NAT'L WEA SER OFC*4420 EAST HIGHWAY 12*ABERDEEN,S D 57401-9536|45.27|-98.25|1303|1300|1306|
14930||AIO||||ATLANTIC, IA|ATLANTIC MUNICIPAL AIRPORT||41.25|-95.03|0|0|0|
14931||BRL|09|13|1063|BURLINGTON, IA|SE IOWA REGIONAL AIRPORT||40.47|-91.08|693|702|696|
14933|72546|DSM|05|13|2203|DES MOINES, IA|DES MOINES INTL AIRPORT||41.32|-93.4|968|963|971|
14935|72552|GRI|05|25|3395|GRAND ISLAND, NE|CENTRAL NEBRASKA RGNL ARPT|NAT'L WEA SER OFC*ROUTE#3 BOX #42*GRAND ISLAND, NE 68801-9403|40.58|-98.19|1841|1856|1844|
14936|72654|HON|07|39|4127|HURON, SD|HURON REGIONAL AIRPORT|NAT'L WEA SER OFC, NOAA*RR #1, BOX 131-HURON REGNL APT.*HURON, SD.*57350-9719*|44.23|-98.14|1281|1289|1284|
14937||IOW||13|4106|IOWA CITY, IA|IOWA CITY MUNICIPAL ARPT||41.38|-91.32|650|668|653|
14938||IRK||||KIRKSVILLE, MO|KIRKSVILLE REGIONAL ARPT||40.06|-92.32|961|965|964|
14939|72551|LNK|06|25|4795|LINCOLN, NE|LINCOLN MUNICIPAL AIRPORT|NAT'L WEA SER OFC*GENERAL AVIATION  BLDG*MUNICIPAL AIRPORT*LINCOLN, NE 68521-1847|40.50|-96.46|1201|1189|1204|
14940||MCW|02|13|5235|MASON CITY, IA|MASON CITY MUNICIPAL ARPT||43.10|-93.2|1222|1225|1225|
14941|72556|OFK|03|25|5995|NORFOLK, NE|KARL STEFAN MEMORIAL ARPT|NAT'L WEA SER OFC*RR #2 BOX 383*NORFOLK, NE*68701-9759*|41.59|-97.26|1534|1551|1537|
14942|72550|OMA|06|25|6255|OMAHA, NE|EPPLEY AIRFIELD AIRPORT|FCWOS-WEATHER OFFICE*3636 WILBUR PLAZA*BOX 7, EPPLEY AIRFIELD*OMAHA|41.19|-95.54|1025|982|1028|
14943|72557|SUX|04|13|7708|SIOUX CITY, IA|SU GTWY/COL BUD DAY FLD AP|NAT'L WEA SER OFC*2403 ODGEN P.O. BOX A-5*SIOUX CITY, IA 51054|42.23|-96.23|1136|1103|1139|
14944|72651|FSD|09|39|7667|SIOUX FALLS, SD|JOE FOSS FIELD AIRPORT|NWS FORECAST OFFICE, NOAA*26 WEATHER LANE*SIOUX FALLS, SD.*57104*|43.35|-96.45|1425|1427|1428|
14946||ATY|07|39|8932|WATERTOWN, SD|WATERTOWN MUNICIPAL ARPT|FAA/FSS*MUNICIPAL AIRPORT*RR #7 BOX 11*WATERTOWN, SD 57201*|44.56|-97.09|1745|1740|1748|
14949||OFF||||OMAHA, NE|Offutt AFB Airport||41.07|-95.46|0|1048|0|
14950||OTM|09|13|6389|OTTUMWA, IA|OTTUMWA INDUSTRIAL AIRPORT||41.07|-92.27|841|845|844|
14954||MKT||||MANKATO, MN|MANKATO MUNICIPAL AIRPORT||44.13|-93.55|0|0|0|
14958||BJI||||BEMIDJI, MN|BEMIDJI-BELTRAMI CO ARPT||47.31|-94.56|0|0|0|
14966||CCY||||CHARLES CITY, IA|CHARLES CITY MUNICIPAL APT||43.04|-92.37|0|0|0|
14972||SPW||||SPENCER, IA|SPENCER MUNICIPAL AIRPORT||43.10|-95.12|1323|1338|1326|
14989||JYR||||YORK, NE|YORK MUNICIPAL AIRPORT||40.54|-97.28|0|0|0|
14990|72545|CID|06|13|1314|CEDAR RAPIDS, IA|THE EASTERN IOWA AIRPORT|WEATHER OFFICE-FCWOS*2535 WRIGHT BROTHERS BLVD W*CEDER RAPIDS, IA.*52404-9066*                   ARCHIVED BEGINING 11/95.|41.53|-91.43|867|871|870|
14991||EAU|04|47|2428|EAU CLAIRE, WI|CHIPPEWA VALLEY RGNL ARPT||44.52|-91.29|885|895|888|
14992||RWF||21|6835|REDWOOD FALLS, MN|REDWOOD FALLS MUNI AIRPORT||44.33|-95.05|1021|1030|1024|
14994||LXN||||LEXINGTON, NE|JIM KELLY FIELD AIRPORT||40.47|-99.47|0|0|0|
16201|040180|NKU||||KEFLAVIK, IC||COMMANDING OFFICER*NAVOCEANCOMPAC*PSC 1003, BOX 26*FPO AE 09728-0326|63.59|-22.35|180|171|197|
21504|91285|ITO|02|51|1492|HILO, HI|HILO INTERNATIONAL AIRPORT||19.43|-155.03|44|36|47|
21510||KOA||||KAILUA/KONA, HI|KONA INTL AT KEYHOLE ARPT||19.44|-156.03|40|43|93|
22001||DLF||||DEL RIO, TX|Laughlin AFB Airport||29.22|-100.47|0|1081|0|
22010|72261|DRT|06|41|2360|DEL RIO, TX|DEL RIO INTERNATIONAL ARPT||29.22|-100.55|1026|1027|1029|
22501|911620|HBK||||BARKING SANDS, HI|KEEKAHA|WEATHER OFFICER*PACIFIC MISSILE RANGE FACILITY*BARKING SANDS*KEKAHA, HI  96752|22.02|-159.47|12|12|17|
22516|91190|OGG|03|51|2572|KAHULUI, HI|KAHULUI AIRPORT|NAT'L WEA SER OFC*KAHULUI AIRPORT*KAHULUI,H1.*96732*|20.54|-156.26|41|50|44|
22519|911760|NGF||||KANEOHE, HI|KANEOHE MCAS|ATTN  WEATHER SERVICE OFFICER*SOMS*BOX 63061*KANEOHE BAY HI  96863-3061|21.27|-157.46|5|18|11|
22521|91182|HNL|02|51|1919|HONOLULU, HI|HONOLULU INTERNATIONAL APT|NAT'L WEA SER FCST OFC*HONOLULU INTERNATIONAL AIRPORT*P.O.BOX 29879*HONOLULU,HI. 96820*|21.20|-157.56|15|15|18|
22524||LNY||||LANAI CITY, HI|Lanai Airport||20.47|-156.57|0|1308|0|
22534||MKK||||KAUNAKAKAI, HI|MOLOKAI AIRPORT||21.10|-157.06|464|444|467|
22536|91165|LIH|02|51|5580|LIHUE, HI|LIHUE AIRPORT|NAT'L WEA SER OFC*LIHUE AIRPORT*3651-B AHUKINI ROAD*LIHUE, HI. 96766.*|21.59|-159.2|101|148|104|
22551||JRF||||KOPOLEI, HI|KALAELOA(J RODGERS FD) APT||21.19|-158.04|51|33|54|
22552||JHM||||LAHAINA, HI|Kaptalua Airport||20.58|-156.4|0|256|0|
22701|910660|MDY||||SAND ISLAND, MIDWAY ISLAND, PC|Henderson Field Airport||28.12|-177.23|0|13|0|
23002||HMN||||ALAMOGODRO, NM|Holloman AFB Airport||32.51|-106.06|0|4093|0|
23007||CDS|02|41|1698|CHILDRESS, TX|CHILDRESS MUNICIPAL ARPT|FCWOS,CHILDRESS*1700 AVE H., NW*CHILDRESS, TX.*79201*|34.26|-100.17|1950|1952|1953|
23008||CVS||||CLOVIS, NM|Cannon AFB Airport||34.23|-103.19|0|4295|0|
23009|72268|ROW|07|29|7610|ROSWELL, NM|ROSWELL INDUS AIR CNTR APT|WEATHER DATA SERVICES, INC.*9184 265TH STREET*CLEAR LAKE, IA.*50428*|33.19|-104.32|3649|3669|3652|
23020||LBL||||LIBERAL, KS|LIBERAL MUNICIPAL AIRPORT||37.02|-100.58|0|2883|0|
23023|72265|MAF|01|41|5890|MIDLAND, TX|MIDLAND INTERNATIONAL ARPT|NAT'L WEA SER OFC NOAA*MIDLAND INTERNATIONAL AIRPORT*2500 CHALLENGER DRIVE*MIDLAND, TX. 79706-2606*|31.56|-102.13|2863|2862|2866|
23033||SWW||||SWEETWATER, TX|AVENGER FIELD AIRPORT||32.28|-100.28|0|0|0|
23034|72263|SJT|06|41|7943|SAN ANGELO, TX|SN ANLO RGNL/MATHS FLD APT|NATIONAL WEATHER SERVICE OFC*8696 HANGER ROAD*SAN ANGELO, TX.*76904*|31.21|-100.29|1891|1892|1894|
23036||BKF||||AURORA, CO|Buckley Air Force Base||39.42|-104.45|0|5662|0|
23040||INK|05|41|9830|WINK, TX|WINKLER COUNTY AIRPORT||31.47|-103.12|2806|2820|2809|
23042|72267|LBB|01|41|5411|LUBBOCK, TX|LUBBOCK INTERNATIONAL ARPT|NAT'L WEA SER OFC*RFD 3, BOX 26*LUBBOCK, TX 79401|33.40|-101.49|3256|3241|3259|
23044|72270|ELP|05|41|2797|EL PASO, TX|EL PASO INTERNATIONAL ARPT||31.49|-106.23|3942|3916|3945|
23047|72363|AMA|01|41|0211|AMARILLO, TX|AMARILLO INTERNATIONAL APT|NAT'L WEA SER OFC*RR 3, BOX 578*AMARILLO, TX 79107|35.13|-101.43|3586|3604|3589|
23048||TCC|03|29|9153|TUCUMCARI, NM|TUCUMCARI MUNICIPAL ARPT||35.11|-103.36|4053|4039|4056|
23049||SAF||29|8078|SANTA FE, NM|SANTA FE MUNICIPAL AIRPORT||35.37|-106.05|6332|6344|6335|
23050|72365|ABQ|05|29|0234|ALBUQUERQUE, NM|ALBUQUERQUE INTL SUNPT APT||35.02|-106.37|5305|5314|5308|
23051|72360|CAO|03|29|1887|CLAYTON, NM|CALYTON MUNI AIRPARK ARPT|NAT'L WEA SER (CLAYTON NM.)* NWS OFFICE ALBUQUERQUE,NM*MUNI APT,P.O.BOX 9025*ALBUQUERQUE,N.M.87119*|36.27|-103.09|4968|4972|4971|
23052||RTN||||RATON, NM|RATON MUNI/CREWS FIELD APT||36.44|-104.3|6359|6349|6362|
23054||LVS|02|29|4856|LAS VEGAS, NM|LAS VEGAS MUNICIPAL ARPT||35.39|-105.08|6859|6875|6862|
23055||GDP||||GUADALUPE PASS, TX|GUADALUPE PASS AMOS||31.50|-104.49|5453|5456|5456|
23061|72462|ALS|05|05|0130|ALAMOSA, CO|SAN LUIS VALLEY RGNL ARPT|NAT'L WEA SER OFC*2490 SOUTH STATE AVENUE*ALAMOSA, CO 81101|37.26|-105.52|7533|7541|7536|
23063||EGE|02|05|2454|EAGLE, CO|EAGLE CO REGIONAL AIRPORT||39.39|-106.55|0|6535|0|
23064||GCK||||GARDEN CITY, KS|GARDEN CITY REGIONAL ARPT|FCWOS,2225 SO.AIR SERVICE DR.*BOX 6, SUITE 203*GARDEN CITY, KS.*67846*|37.56|-100.43|2877|2882|2880|
23065|72465|GLD|01|14|3153|GOODLAND, KS|RENNER FLD/GDLAND MINI APT|NAT'L WEA SER OFC*920 ARMORY ROAD*GOODLAND, KS 67735-9262|39.22|-101.41|3654|3688|3657|
23066|72476|GJT|02|05|3488|GRAND JUNCTION, CO|WALKER FIELD AIRPORT|NAT'L WEA SER OFC*792 EAGLE DRIVE*GRAND JUNCTION, CO.*81506-8646*|39.08|-108.32|4823|4839|4826|
23067||LHX|01|05|4720|LA JUNTA, CO|LA JUNTA MUNICIPAL AIRPORT|LAJUNTA WEATHER SERVICE*30267 FIRST AVENUE*LAJUNTA, CO.*81050*|38.03|-103.32|4190|4215|4193|
23070||TAD||05|8434|TRINIDAD, CO|PERRY STOKES AIRPORT||37.16|-104.2|5738|5743|5749|
23077||CVN||||CLOVIS, NM|CLOVIS MUNICIPAL AIRPORT||34.26|-103.04|0|0|0|
23078||DMN||||DEMING, NM|DEMING MUNICIPAL AIRPORT||32.16|-107.43|4301|4324|4304|
23081||GUP|01|29|3422|GALLUP, NM|GALLUP MUNICIPAL AIRPORT||35.31|-108.47|6466|6468|6469|
23090||FMN||29|3128|FARMINGTON, NM|FOUR CORNERS REGIONAL ARPT||36.44|-108.14|5528|5502|5531|
23091||FST||||FORT STOCKTON, TX|FORT STOCKTON-PECOS CO APT||30.55|-102.55|3012|3010|3015|
23094||HOB||||HOBBS, NM|Lea County Regional Airport||32.41|-103.19|0|3661|0|
23097||PVW||||PLAINVIEW, TX|HALE COUNTY AIRPORT||34.10|-101.43|0|3374|0|
23104||IWA||||PHOENIX, AZ|WILLIAMS GATEWAY AIRPORT||33.19|-111.4|0|0|0|
23109||DMA||||TUCSON, AZ|Davis-Monthan AFB Airport||32.10|-110.53|0|2704|0|
23110|747020|NLC||||LEMOORE, CA|NAVAL AIR STATION|NAVAL PACIFIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*LEMOORE  CA  93246-0001|36.20|-119.57|236|234|243|
23111||LUF||||GLENDALE, AZ|Luke AFB Airport||33.32|-112.23|0|1085|0|
23112||LSV||||LAS VEGAS, NV|Nellis AFB Airport||36.14|-115.02|0|1868|0|
23114||EDW||||EDWARDS, CA|Edwards Air Force Base||34.55|-117.53|0|2302|0|
23119||RIV||||RIVERSIDE, CA|March Air Reserve Base||33.53|-117.16|0|1535|0|
23129|72297|LGB|06|04|5085|LONG BEACH, CA|LG BCH/DAUGHERTY FLD ARPT|NAT'L WEA SER OFC*LONG BEACH AIRPORT*4100 DONALD DOUGLAS DRIVE*LONG BEACH, CA. 90808*|33.50|-118.1|34|40|37|
23130||VNY||||VAN NUYS, CA|VAN NUYS AIRPORT||34.13|-118.29|803|799|806|
23136||CMA||||CAMARILLO, CA|CAMARILLO AIRPORT||34.13|-119.05|64|65|67|
23149||PTV||||PORTERVILLE, CA|PORTERVILLE MUNICIPAL ARPT||36.02|-119.04|0|0|0|
23152||BUR||||BURBANK, CA|BURBANK-GLENDALE-PASA ARPT||34.12|-118.22|731|732|734|
23153||TPH|03|26|8170|TONOPAH, NV|TONOPAH AIRPORT||38.04|-117.05|5418|5434|5421|
23154|72486|ELY|02|26|2631|ELY, NV|ELY ARPT/YELLAND FLD/ARPT||39.17|-114.51|6252|6262|6255|
23155|72384|BFL|05|04|0442|BAKERSFIELD, CA|MEADOWS FIELD AIRPORT|CONDOR INC*1400 BOUGHTON DRIVE*BAKERSFIELD, CA.*93308*|35.26|-119.04|497|492|512|
23157|72480|BIH|07|04|0822|BISHOP, CA|BISHOP AIRPORT|NAT'L WEA SER OFC*690 AIRPORT ROAD*BISHOP,CA. 93514|37.22|-118.22|4109|4145|4112|
23158||BLH|07|04|0927|BLYTHE, CA|BLYTHE AIRPORT||33.37|-114.43|391|392|394|
23159||BCE|04|42|1002|BRYCE CANYON, UT|BRYCE CANYON AIRPORT||37.43|-112.09|7585|7589|7588|
23160|72274|TUS|07|02|8820|TUCSON, AZ|TUCSON INTERNATIONAL ARPT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*7010 S. PLUMER AVE.*TUCSON,AZ. 85706*|32.08|-110.58|2578|2555|2581|
23161||DAG|07|04|2257|DAGGETT, CA|BARSTOW-DAGGETT AIRPORT||34.51|-116.47|1925|1929|1928|
23169|72386|LAS|04|26|4436|LAS VEGAS, NV|MCCARRAN INTERNATIONAL APT|NAT'L WEA SER OFC*6005 LAS VEGAS BLVD.,SOUTH*LAS VEGAS AIR CHARTER TERMINAL*LAS VEGAS, NV  89119|36.05|-115.1|2127|2180|2091|
23174|72295|LAX|06|04|5114|LOS ANGELES, CA|LOS ANGELES INTL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*10445 S. SEPULVEDA BLVD.*LOS ANGELES,CA. 90045*|33.56|-118.25|323|326|326|
23176|72475|MLF|01|42|5654|MILFORD, UT|MILFORD MUNICIPAL AIRPORT|NAT'L WEA SER OFC*P.O.  BOX #447*MILFORD, UT. 84751|38.26|-113.02|5032|5033|5035|
23179||EED|61|04|6118|NEEDLES, CA|NEEDLES AIRPORT||34.46|-114.37|916|914|919|
23182||PMD||||PALMDALE, CA|PDLE PRODN FLT/TST AF PLT||34.38|-118.05|2559|2582|2562|
23183|72278|PHX|06|02|6481|PHOENIX, AZ|PHOENIX SKY HARBOR INTL AP|NATIONAL WEATHER SERVICE OFC.*2633 EAST BUCKEYE ROAD*PHOENIX, AZ. 85034-4997*|33.26|-111.59|1103|1107|1106|
23184||PRC||||PRESCOTT, AZ|ERNEST A. LOVE FIELD ARPT||34.39|-112.25|5000|5052|5003|
23185|72488|RNO|01|26|6779|RENO, NV|RENO/TAHOE INTL AIRPORT|NAT'L WEA SER FCST OFC*601 S. ROCK BLVD*RENO,NV.*89502*|39.29|-119.46|4404|4400|4407|
23186||SGU||||ST GEORGE, UT|ST GEORGE MUNICIPAL ARPT||37.05|-113.35|0|0|0|
23187|72383|SDB||04|7735|SANDBERG, CA|SANDBERG||34.44|-118.43|4516|4523|4519|
23188|72290|SAN|06|04|7740|SAN DIEGO, CA|SAN DGO INTL-LNBRG FLD APT|NAT'L WEA SER OFC*2980 PACIFIC HIGHWAY*LINDBERGH FIELD*SAN DIEGO, CA. 92101*|32.44|-117.1|78|28|81|
23190|72392|SBA|06|04|7905|SANTA BARBARA, CA|SANA BARBARA MUNICIPAL APT|SANTA BARBARA TRACON/TOWER*ATTN: QAS*1505 COOK PLACE*GOLETA, CA. 93               ARCHIVED BEGINGING 11/95|34.26|-119.5|12|20|15|
23191||AVX||||AVALON, CA|CATALINA AIRPORT||33.25|-118.25|1610|1602|1613|
23194|72374|INW|02|02|9439|WINSLOW, AZ|WINSLOW-LINDBERGH RGNL APT|NAT'L WEA SER OFC*HC 62 BOX#130*WINSLOW, AZ. 86047-0130|35.01|-110.43|4889|4883|4892|
23195|699604|YUM|05|02|9660|YUMA, AZ|Yuma Marine Coprs Air Station/||32.40|-114.37|0|216|0|
23199|722810|NJK||||EL CENTRO, CA|NAF|CHIEF PETTY OFFICER IN CHARGE*NAVPACMETOC DET NAF*EL CENTRO, CA 92243|32.49|-115.4|-43|-43|-38|
23202||SUU||||FAIRFIELD, CA|Travis Air Force Base||38.16|-121.56|0|62|0|
23206||MHR||||SACRAMENTO, CA|SACRAMENTO MATHER AIRPORT||38.33|-121.18|0|0|0|
23213||STS||04|7965|SANTA ROSA, CA|SONOMA COUNTY AIRPORT||38.31|-122.49|130|148|133|
23224||AUN||||AUBURN, CA|AUBURN MUNICIPAL AIRPORT||38.57|-121.05|0|1531|0|
23225|72584|BLU|02|04|0897|EMIGRANT GAP, CA|BLUE CANYON - NYACK ARPT|      WEA SER CONTRACT MET OBSY*BLUE CANYON AIRPORT*P.O.BOX 83*    EMIGRANT GAP,CA. 95715|39.17|-120.43|5273|5283|5276|
23230|72493|OAK||04|6335|OAKLAND, CA|METRO OAKLAND INTL AIRPORT||37.43|-122.13|85|88|88|
23232|72483|SAC|02|04|7630|SACRAMENTO, CA|SACRAMENTO EXECUTIVE ARPT|NATIONAL WEATHER SERVICE*3310 EL CAMINO AVE. #228*SACREMENTO.CA. 95821-6308*|38.31|-121.29|38|25|41|
23233||SNS|04|04|7669|SALINAS, CA|SALINAS MUNICIPAL AIRPORT||36.40|-121.37|76|77|79|
23234|72494|SFO|04|04|7769|SAN FRANCISCO, CA|SAN FRANCISCO INTL AIRPORT|NAT'L WEA SER OFC*RM#607 INTERNATIONAL TERMINAL*SAN FRANCISCO INT'LAIRPORT*SAN FRANCISCO, CA. 94128*|37.37|-122.24|86|18|89|
23237|72492|SCK|05|04|8558|STOCKTON, CA|STOCKTON METROPOLITAN ARPT|NAT'L WEA SER OFC*METRO AIRPORT*5000 AIRPORT WAY,RM201*STOCKTON,CA.95206*|37.53|-121.14|24|27|27|
23243||LPC||||LOMPOC, CA|LOMPOC AIRPORT||34.40|-120.28|0|0|0|
23244|745090|NUQ||||MOUNTAIN VIEW, CA|MOFFETT FEDERAL AIRFLD APT||37.25|-122.03|64|34|67|
23254||CCR||||CONCORD, CA|BUCHANAN FIELD AIRPORT||37.59|-122.03|37|60|40|
23257||MCE||||MERCED, CA|MRCD MUNI/MACREADY FLD APT||37.17|-120.31|154|156|157|
23258||MOD||04|5738|MODESTO, CA|MDSTO CTY-CO H SHAM FD APT||37.38|-120.57|97|97|100|
23259||MRY||||MONTEREY, CA|MONTEREY PENINSULA AIRPORT||36.35|-121.51|216|220|219|
23273|72394|SMX|06|04|7946|SANTA MARIA, CA|SN MA PUB/CAPT G A H FD AP|NAT'L WEA SER OFC*SANTA MARIA PUBLIC AIRPORT*3249 TERMINAL DR*SANTA MARIA, CA. 93455*|34.55|-120.28|242|238|245|
23275||UKI||04|9127|UKIAH, CA|UKIAH MUNICIPAL AIRPORT||39.08|-123.12|625|626|628|
23277||WVI||||WATSONVILLE, CA|WATSONVILLE MUNICIPAL ARPT||36.56|-121.47|143|160|146|
23285||LVK||04|4997|LIVERMORE, CA|LIVERMORE MUNICIPAL ARPT||37.41|-121.49|386|397|389|
23289||PAO||||PALO ALTO, CA|Palo Alto Airport of Santa Cla||37.28|-122.07|0|4|0|
23293||SJC||04|7821|SAN JOSE, CA|N Y. MINETA SN JO INTL APT||37.22|-121.56|87|50|90|
24006||RCA||||RAPID CITY, SD|Ellsworth AFB Airport||44.09|-103.06|0|3279|0|
24011|72764|BIS|08|32|0819|BISMARCK, ND|BISMARCK MUNICIPAL AIRPORT|NAT'L WEA SVC OFC,.NOAA*P.O. BOX 1016*BISMARCK, ND.*58502-1016*|46.46|-100.45|1651|1660|1654|
24012||DIK||32|2183|DICKINSON, ND|DICKINSON MUNICIPAL ARPT||46.48|-102.48|2580|2583|2594|
24013||MOT|01|32|5988|MINOT, ND|MINOT INTERNATIONAL ARPT||48.16|-101.17|1665|1714|1706|
24015||AKO||||AKRON, CO|COLORADO PLAINS RGNL ARPT|FCWOS, HAYES AVIATION*P.O. BOX 432*AKRON, CO.*80720*|40.10|-103.14|4661|4621|4664|
24017||CDR||25|1575|CHADRON, NE|CHADRON MUNICIPAL AIRPORT||42.50|-103.06|3314|3296|3317|
24018|72564|CYS|08|48|1675|CHEYENNE, WY|CHEYENNE AIRPORT|NAT'L WEA SER OFC*4000 MORRIE AVENUE*CHEYENNE, WY 82001-1544|41.10|-104.49|6125|6140|6128|
24021|72576|LND|09|48|5390|LANDER, WY|HUNT FIELD AIRPORT|NOAA-NATIONAL WEATHER SERVICE*12744 W. U.S. HIGHWAY 26*RIVERTON, WY.82501-9259*|42.49|-108.44|5557|5558|5560|
24022||LAR||48|5415|LARAMIE, WY|LARAMIE REGIONAL AIRPORT||41.19|-105.4|7270|7272|7271|
24023|72562|LBF|07|25|6065|NORTH PLATTE, NE|N PAT RGNL APT L BRD FD AP|NAT'L WEA SER OFC, NOAA*R.R.3, BOX 296*NORTH PLATTE, NE.*69101-9531*|41.07|-100.4|2778|2787|2781|
24024||PHP||||PHILIP, SD|PHILIP AIRPORT||44.03|-101.36|2205|2212|2208|
24025||PIR|06|39|6597|PIERRE, SD|PIERRE REGIONAL AIRPORT||44.23|-100.17|1727|1726|1730|
24027||RKS|03|48|7845|ROCK SPRINGS, WY|RCK SRINGS-SWETWTER CO APT||41.35|-109.04|6742|6745|6763|
24028|72566|BFF|01|25|7665|SCOTTSBLUFF, NE|WTRN NE RGNL/HEILIG FD APT|NAT'L WEA SER OFC*AIRPORT BOX 182F*RFD #2*SCOTTSBLUFF, NE 69361-9517|41.52|-103.36|3946|3958|3949|
24029|72666|SHR|05|48|8155|SHERIDAN, WY|SHERIDAN COUNTY AIRPORT|NATIONAL WEATHER SERVICE OFC*2170 OVERLOOK AVE*ATTN: DANNY GRAVES*BILLINGS, MT. 59102-6455*|44.46|-106.59|3942|3968|3945|
24030|72561|SNY||25|7835|SIDNEY, NE|SIDNEY MUNICIPAL AIRPORT|FAA/FSS*MUNICIPAL AIRPORT*RR #2, BOX 8A*SIDNEY NE 69162|41.06|-102.59|4287|4306|4290|
24032|72567|VTN|02|25|8760|VALENTINE, NE|MILLER FIELD AIRPORT|NAT'L WEA SER OFC*P.O. BOX 288*VALENTINE, NE 69201|42.52|-100.33|2586|2598|2589|
24033|72677|BIL|05|24|0807|BILLINGS, MT|BILLINGS LOGAN INTL ARPT|NAT'L WEA SER OFC*BILLINGS LOGAN FIELD*ADMIN BLDG,ROOM 212*BILLINGS, MT 59101|45.49|-108.32|3579|3570|3582|
24036||LWT|04|24|4985|LEWISTOWN, MT|LEWISTOWN MUNICIPAL ARPT||47.03|-109.28|4143|4146|4146|
24037|72667|MLS|07|24|5690|MILES CITY, MT|FRANK WILEY FIELD AIRPORT||46.26|-105.53|2627|2634|2630|
24044||AIA||||ALLIANCE, NE|ALLIANCE MUNICIPAL AIRPORT||42.04|-102.48|3923|3929|3926|
